feature_set,variable,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28
clinical,QIDS4.baseline,0.15991984232557488,-0.449880762867958,-0.10632874056071605,0.08910376260805154,-0.061948802335118784,0.17105885251179329,-0.31270488982284866,-0.1128816285902556,-0.30174231876019403,-0.015429822445286928,-0.09760988179275099,0.06660575059081902,0.0976659863302694,0.5481996435135703,0.11100997642385586,-0.24844606006714165,0.2111109756642957,-0.043162900156303155,0.27087028497161625,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinical,QIDS5.baseline,-0.3201077248011687,-0.00804523616413473,-0.13138800344545018,0.35762233757933265,0.20166477337181024,0.13572381896346475,0.05900990532407767,-0.12079752190664819,-0.2051851083461631,0.34809364157375,-0.23676416837301534,0.06492411240286891,0.1852782477792928,0.01707398779663266,0.1299916000897932,0.26660484272794366,-0.024333235799713717,0.558705708314513,-0.12752929765158297,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinical,QIDS10.baseline,-0.39367603171254745,-0.005425895506268333,0.029256002677259668,-0.008115480050721878,-0.3535277662921466,-0.06375429608551206,-0.017664339843323062,-0.06683208633011838,-0.12850668934107876,-0.13723085186135364,0.19329580252676565,-0.020027050442105804,-0.057750462546492895,-0.36107133353049314,0.14282004991582442,0.06965041678592787,0.3669554903787026,0.148611013065739,0.5669518113879626,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinical,QIDS11.baseline,-0.24491530335837905,-0.1307065690404085,0.4427673701444461,0.2955231848551733,-0.1432255791595761,0.21046160985447915,0.18487476563924327,0.024571646775402998,-0.04465538224974048,-0.1809768361079489,-0.021187945450825144,-0.0499756935933193,-0.06328647353458794,-0.10414483314434167,0.05922400111389814,-0.6265634490724289,-0.09251265181867574,0.09571419730097572,-0.27131478379416935,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinical,QIDS12.baseline,-0.24534031466892522,0.17990977597706448,0.1482819719368002,0.48239478091100324,0.22237432600751747,0.08190586801004891,0.028818394922989068,0.1894458884191742,0.20739617336963637,0.024174628982926896,0.014953605125483002,-0.03923121975531186,0.3222249094261891,0.16068230134331926,-0.2925807544101437,0.08951232843216422,0.2574852019775239,-0.43329414078072936,0.19288028162206214,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinical,QIDS13.baseline,-0.3427566148025644,-0.14094959613678387,-0.31762647172742553,0.17108247486752778,-0.03906530890250402,0.15394367855229124,-0.22845520145705298,-0.13193139297015885,0.14381446207615647,0.09485299751631311,-2.4132500201878848e-4,-0.03713102412781849,-0.31056551696149837,-0.06400592370894578,-0.0779778567573873,-0.03524763482765568,-0.6221120557016273,-0.2485484015421847,0.22348172066087654,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinical,QIDS14.baseline,-0.3475910299999306,-0.182995836621213,-0.3018960636433061,-0.016544163851239514,-0.24899477775034234,0.014521038648953738,-0.06622429307366057,0.09450785056101943,0.09044589038607484,0.049030572588816546,0.34025374518222745,0.18887001325991104,-0.16271102815599667,0.1515562915056555,0.007439952959189665,0.11636712293016716,0.3364049637611322,-0.145760750103902,-0.5650372668009038,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinical,QIDS15.baseline,-0.1728836723810241,-0.1690557429358952,-0.2528151888829016,-0.19338663592388977,-0.1800427552185529,-0.1941613442646086,0.5377354794421124,-0.018998043627039538,-0.3001459610465234,0.0294871045776906,0.09157726955055698,-0.23127123005142272,0.45005786085901356,0.10779256626095854,-0.20719472261152266,-0.08213950806346675,-0.22211232829628907,-0.11896519571503893,0.02046341076680727,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinical,QIDS16.baseline,-0.1999283064041687,0.10602855702751884,0.4417516989622127,-0.03239432949137859,-0.052304081356965335,-0.26594778012314935,-0.37015347889679356,-0.1244645432963969,-0.19653321406696103,-0.030473235845445878,0.22791876248767587,-0.3351298311449392,0.1396963235383294,0.24024086815938742,0.2959249804522362,0.26160625489873607,-0.23800751058351072,-0.1023170491347989,-0.14984757564329973,NA,NA,NA,NA,NA,NA,NA,NA,NA
clinical_biomarkers,age,0.044137678496209705,-0.027967510468597384,0.3569714513132677,-0.013445817091130987,0.20251396173746475,-0.3163402577651887,0.07212214010153659,0.31479700387318704,-0.14152778000033436,-0.2536704774940371,0.17273779772672548,0.18729698462760974,0.1485959633224062,-0.026226962162263896,-0.04625310126936127,-0.5530889867810953,0.07930060623736697,0.003069599590741958,0.28075991547203905,-0.1425498523907781,-0.041841743104191385,-0.011217936264674329,-0.013620630888600025,-0.044428654079677624,0.17204334194858878,-0.012385806361895325,-0.025719346363504633,0.06535542082663938
clinical_biomarkers,maritalStatus,-0.03567812390612851,0.17564650796351583,-0.12177157523682403,-0.35301927471496547,0.18976730752512166,0.16496383002436418,-0.03290463918883871,-0.34876323731576164,-0.1684719673047523,-0.32004736805584455,-0.1629237223206304,-0.16370495449356653,-0.35099128034456195,-0.11040724663703116,-0.09894025760910466,-0.13318533011025419,0.08085852996754657,0.016040245826846208,0.13422428599100678,-0.4313242320069802,0.15987820504478178,0.17303734074324234,-0.15172307941334437,0.038186452890002914,0.008381503236227744,-0.005450432016848274,-0.032969588081768635,-0.058244066054921766
clinical_biomarkers,smokingStatus,0.10899993405425225,-0.025574373613012576,0.18015059970932004,0.10758350548953452,-0.4339903615467375,0.13457656345793279,-0.04476817907896624,0.026990889363810014,0.10895438060027357,-0.42998531219650155,0.04327031872755286,-0.05882908381235902,-0.1673853971210276,0.4846979060087703,-0.28607835814994154,0.08753697140439287,0.23536560775191898,0.2181552191029643,0.1665350575096809,0.06081412913842269,9.541403100921473e-4,-0.05294591327340371,0.06973995225744786,-0.031732839066627785,-0.07476840313989311,0.01672067119885019,0.1739455847742011,-0.021852187931240007
clinical_biomarkers,numChildren,0.06326156273827319,0.01826134049259842,-0.1674187475959053,0.041241196583562484,-0.3810757834276617,0.2944911195129497,-0.26983834398649537,-0.016875199646724987,-0.378800412948181,0.21099743285333988,-0.22718260300791354,0.14369522853058764,0.1894971361154672,0.04794617957470378,0.23954554094238784,-0.40918419770509407,-0.016830403341171273,0.2500333386128073,-0.002800996530165828,-0.16300704418562978,-0.061338953826816325,-0.03069057310263252,0.16802946553643014,0.04516238848441045,0.047890330037566736,0.027979883250758772,0.0913289615732663,-0.04274713509098965
clinical_biomarkers,seasonalDepression,-0.2294007181258836,-0.11023393766095542,-0.034069922499836244,-0.09226196703878459,0.008807673022345357,-0.0339897469080933,-0.1453505772222801,-0.12463398897565442,0.15481643075237345,-0.08443053462611014,-0.2566293967830349,0.5879587671628984,-0.28905092930636245,-0.010069662878632382,-0.23393712202110767,-0.15854942509236092,-0.036012929537671795,-0.26313911898631964,-0.25687480468588114,0.12223480184561467,-0.03849055542617744,-0.11439535044409996,0.17312034517928018,-0.04960038782031541,0.117347103819571,0.10857920459373793,0.18072234351133046,0.157499716518284
clinical_biomarkers,socioEconomicStatus,0.21166090853726652,0.003768127484650219,0.20874511163061837,0.09230207324328879,0.17005270915394485,-0.014762832123894995,0.18356558108092935,0.12987560426087053,-0.37519654453455886,0.158617112238489,-0.08597605869513342,0.30974155432409345,-0.13825251889055334,-0.17217968713472637,-0.09297344660578964,0.3606340907594141,0.2722438360886783,0.28655561221579884,-0.16560272856190955,-0.23282914075177075,0.038808038137503297,-0.12791879912085213,-0.052430044359911276,-0.1611510672601683,-0.1811608107972325,0.09519866008033093,0.20082640487653158,0.0012725065745626193
clinical_biomarkers,MDD_severity,0.31133817777655,0.014074260343600271,0.05017014014924462,-0.10033746779523933,0.0038641260413220637,-0.03568474408668064,-0.14535613801677238,-0.10872693909620332,0.22601985306103034,0.046345438467356156,0.08799324869263378,0.38297951314863105,0.050973670300882866,0.19652826423598654,0.16024213616389313,0.1282182514888675,-0.006557993650218436,-0.08348084225109191,0.0627952151113429,-0.2781731505908231,0.2318944508297117,-0.3226431385547798,-0.04361831451520333,0.34726758292928617,-0.03456188468366082,-0.34577134317666625,-0.24927484096773544,-0.11602816326910598
clinical_biomarkers,QIDS1.baseline,0.13710151233784842,-0.1548978470988815,-0.1940225774728336,-0.01539139138022487,0.010155192582769092,0.0510283595654278,0.5591300718436265,-0.004767043873352032,-0.08420089765451759,-0.10765086225872086,-0.0026987766816557665,0.10992337722363466,-0.3857283021579559,0.13110983288887937,0.4112857117655377,-0.04151181904366721,-0.20760174766319223,0.06612541378673097,0.17860472496060856,0.16804461909941185,-0.01897669957783093,-0.16998883086711794,0.1343907881369882,-0.05685924990456537,0.15570247330997278,0.15735983760340813,-0.09606054060406082,-0.14126182345421737
clinical_biomarkers,QIDS2.baseline,0.10303186335506609,-0.22324551739367798,-0.39574107659932944,-0.11119778286935628,-0.14769453958467385,-0.2354064348035692,0.03709158874494254,-0.021902553787329443,0.04538888684207044,-0.28960910943399043,0.09286589114669472,0.1283109785752937,0.1339511030549466,-0.09447083351380188,0.13642217318754168,-0.08118834435818427,0.24941236774347197,0.23864460011829086,-0.34308256502245993,0.11759454701674955,0.1717087899244032,0.1863544765152897,-0.20160278254081013,-0.2895280590631388,-0.025549893609757825,-0.26808278326922597,-0.09948701164258046,0.08124145466394156
clinical_biomarkers,QIDS3.baseline,0.06815555917714186,-0.1770866776622555,-0.3453108746739333,-0.32249371109948366,-0.006259326249148181,0.026566565014909095,-0.07126113288598199,0.36911809426736086,-0.1600278874052182,0.10490159773407179,-0.13130591073128536,0.05482866192861382,0.06444376255014272,0.14418370654448898,-0.1203746004220198,0.1937825214042897,0.287606883318459,-0.32230266058357765,0.27272222910567623,0.0548145397980227,-0.24159074046886755,0.022708447842909645,-0.26783449992014596,0.058351237343658865,0.19026822177506678,0.02117655647079594,0.07306679276574947,-0.15763183429657227
clinical_biomarkers,QIDS4.baseline,-0.0734984679059995,0.15190120109229638,0.43091979692644644,-0.05930644518544377,0.06608070475038799,0.14958022923479458,-0.002804624055346823,-0.005672445440139645,-0.08896944142362687,-0.22642074845820176,-0.41228134436533487,-0.02962317407297808,0.0767856751662628,0.12853475084031843,0.3889069645657289,0.0042607160450936765,0.2071610734600821,-0.17109255945292715,-0.25656163145309724,0.24279931193897053,-0.1944158167645882,-0.015240832882630638,-0.2026930555305383,-0.037056782580053835,-0.08209779286281811,-0.07925005446270582,-0.22491079496042146,-0.10372010598382779
clinical_biomarkers,QIDS5.baseline,0.12078906932691083,-0.3248088516635701,0.03848863743556975,-0.05237296845408497,0.3007294600529876,0.3520595000837404,0.1557141378611045,-0.0338821139935626,-0.010673013844974733,0.1413518156345938,-0.004319044782260197,-0.1694165994000753,0.13436562273899855,0.2741575616803105,-0.04712952624288552,-0.27082670540653075,-0.005990684849510767,-0.17339839971174695,-0.09235220943773499,0.08936894753683283,0.3684632244807642,-0.1362066970307273,-0.13711013440191658,-0.078838064818536,-0.1822929038822335,-0.11477707400753392,0.34855388967612644,0.15640101207645196
clinical_biomarkers,QIDS10.baseline,0.16448563219212797,-0.3827872518265413,0.052342374517811374,0.04569363735742858,-0.19230754815074325,-0.12418554211923644,-0.08219569176458155,-0.016242809547375503,0.01719095590123763,0.022537252475851588,-0.23180042689750113,-0.0511954897854193,-0.15483216750847217,-0.25759470296749387,-0.15433062952830132,-0.15267847192177164,-0.21715734758974753,-0.0804688015222673,0.2115884468640625,0.008457430616085872,-0.16776650509022897,-0.10820034217344679,-0.1722138587851962,-0.10814795167554456,-0.5769520602540534,-0.02188320431228429,-0.2172102043604742,-0.08567919057030188
clinical_biomarkers,QIDS11.baseline,0.09694658053443364,-0.23833474392802392,0.1391133803583911,0.48354896732022185,0.04340212595677472,0.125650976013081,-0.23052777649404466,-0.22531484163775578,0.04926577801002216,0.1224665128436736,-0.05952186802679435,0.11712292535141869,-0.13703088121928175,-0.06871401760991211,0.11055726990166732,0.0744175786094913,0.11975216575899521,-0.06378742457154765,0.2959859934207183,0.05221575404905576,0.18184124025360474,0.2931278988134825,-0.24810817694285664,-0.20302727324000597,0.37884384094254947,0.0136573906384407,-0.08988418385515133,0.02825540503614416
clinical_biomarkers,QIDS12.baseline,0.07892477736459624,-0.2666747198230078,-0.16615499309420578,0.20699987062867733,0.40543240424036997,0.09971430743740592,-0.1324749580935668,-0.2694615483221714,-0.05499169607442459,-0.08039428206451868,0.2440403707251011,-0.026307124570753723,0.02722795404563432,0.20035414214549974,-0.09072847903821016,-0.07922075619479568,0.16297990339418464,0.13004391670214846,-0.19168381638762869,-0.07071323785892947,-0.5364515558196258,-0.07981753450042367,0.06070958329117454,0.13933097427720864,-0.031505603530752525,0.13352160751687633,-0.20230447825476125,-0.01952377748061446
clinical_biomarkers,QIDS13.baseline,0.1402333585858716,-0.3354757990199402,0.18914359548505505,-0.29540428961076776,0.10749814755009852,0.21075880273103687,-0.1316908083058879,0.042420128950101325,-0.09247825735462967,-0.1372542137921774,0.002568041699478829,-0.026687192648078298,0.1171055904958769,-0.18334475042270923,-0.02726471397901752,0.21368798355424498,-0.02270272522031935,-0.022556624193313057,0.06385593313593337,0.0890572012517659,0.05732340301057328,0.20766984202916983,0.6465060649896374,-0.1145863020223346,0.062183350815826696,-0.17557550607093497,-0.12319256305522511,-0.08587252397945157
clinical_biomarkers,QIDS14.baseline,0.14604672773818894,-0.32809455069356136,0.22700119976922856,-0.268976833555808,-0.09734401805818604,-0.13308387553361917,-0.045540099871063944,-0.15987848015070272,0.01718482545095115,-0.1170342692702061,-0.12297233552411793,-0.10051573618244919,0.19094545550882885,-0.11920971382560201,-0.007596946045792939,0.11805840032799234,-0.24612645034379552,0.26774011648273266,-0.12846157610894057,0.0543450461236869,0.02028065945453412,-0.09873772031309466,-0.2726585277215213,0.32412445437312,0.32107468034669484,0.34266804829491987,0.15589850676373754,0.04843800017752711
clinical_biomarkers,QIDS15.baseline,0.08007078725626654,-0.1470919092184328,0.19186544049727003,-0.23300059920068764,-0.13460311905221994,-0.3233579597897561,0.12863770792427112,-0.08637322744853435,0.18578441028682424,0.485436000699588,-0.10420956868646807,-0.19352889824156336,-0.24567247766929462,0.24308225879472273,0.06817002922080616,-0.15561627157274613,0.3230027163550948,0.01901875591596935,-0.12300854230994333,-0.16795784653305335,-0.05691660761852678,0.24776118265209396,0.17468874535240778,0.020816326778981657,0.04164045637962528,0.04705024929659793,-0.09308762947102489,0.1056368566576511
clinical_biomarkers,QIDS16.baseline,0.09988193750872446,-0.1671242024355213,-0.1264609089261921,0.4180137409867765,-0.0333638626569745,-0.20327050041098288,-0.04563574670774492,0.28989656789201096,-0.1670582996096304,-0.24195520573316248,-0.215792682486494,-0.2767320199718294,-0.13552563234996814,-0.004785104146096118,0.04186384021579895,0.02882881961772845,-0.02064193661777291,-0.30623948977886845,-0.31223558328700773,-0.2559863221713427,0.1871364591447169,3.916349744395309e-4,0.16951646638495724,0.2826040432634886,0.09799559404604281,-0.015141902496558113,0.029922367327661487,-0.02571538374587458
clinical_biomarkers,plasmaSerotonin,-0.3693428580191196,-0.1529773763293677,0.05541057123717792,-0.01613345390913387,-0.03181558583846134,-0.02658627892167313,-0.04565114680900418,0.00751899245642991,-0.017741550452099568,0.09278570437123553,0.10817993034667756,-0.03643517620407312,0.06295611355935488,0.06468409347324514,-0.1408327082940849,-0.07478450036364012,0.10018931391930622,0.030439603749732095,-0.14254282673680435,-0.06305258712694345,0.3169964016780792,-0.21546151106785222,-0.014121733061092063,-0.19572874985144167,0.062458561156970356,0.24240177458858106,-0.21568397465178543,-0.6690349120919635
clinical_biomarkers,AHR,-0.30278594659607944,-0.2159415547248986,0.03333408316601764,0.06900923161345374,0.01519305518149637,-0.05469359685344122,0.05158680779331,-0.09663258747802109,0.23754492252192086,-0.09104159248642804,0.052972303124216594,0.06245660838993375,0.039266299811561156,-0.18985767301733397,0.3677927495910519,0.020858457034171937,0.20042573854522075,0.012782841970149957,0.15743860853305017,-0.13806141581219705,-0.15076153906710443,0.1127367462041183,0.0477969641774668,0.2105416197965688,-0.19394999413267305,-0.12161089871609532,0.5411056285775611,-0.29059248514187014
clinical_biomarkers,TSPAN5,-0.33746917721632513,-0.15936882342192277,6.097345668264476e-4,-0.007118146028562235,-0.014693103686136216,-0.05950795767645155,-0.03642894110889028,-0.03006346369694405,3.246935972658488e-4,0.013176684720116169,-0.1466297736706519,-0.24777781874999108,-0.020782019143011712,-0.025009608495697243,0.059853101489231716,0.130596337208375,0.0290816537864158,0.12329406981308634,0.11944328683885116,-0.21150697392937087,-0.14058516818636888,-0.5462366481872057,0.026844733282695453,-0.2863014229856216,0.25917164577876445,-0.35201384142884923,-0.017591512273695965,0.2874788058481103
clinical_biomarkers,CYP2C19,-0.021579202129785348,0.0858902045815998,-0.13716451052978854,0.051942298906589565,0.23028981313335736,-0.5171745720816189,-0.11785906314794874,-0.32595012729254763,-0.2561295872777299,-0.022246214546534616,-0.303982983304883,0.0069227722653024005,0.2155061563325943,0.31545512503792267,0.011391612987872456,0.11286913820956994,-0.03423534977252398,0.055751723487404516,0.2633772035760263,0.21054022004485864,0.15934986924432012,0.0014962218176787561,0.17630359283521763,-0.04236787284448103,-0.14955211702136273,0.03727129237809724,0.10300941497397387,-0.04493828170497258
clinical_biomarkers,DEFB1,-0.0015300087165611015,0.021112444243237216,-0.015308972687428604,-0.1334344107880892,0.27039739343935965,-0.05451649303162971,-0.5642930907734883,0.3779739663306711,0.08432353712957744,0.033292147998334964,0.09510502193851957,-0.09478629793464723,-0.41997421318501293,0.08637286876054968,0.27329553979847737,-0.02101937154075169,-0.10029172616392304,0.28945815487915577,-0.02076157588693299,0.17131915495101058,0.09309721338787323,-0.04228257452309303,-0.04901345867170702,-0.028158231823928934,-0.09835977227468849,0.061336135104754524,0.09048801732490135,0.003896906014194134
clinical_biomarkers,SLC6A4,-0.2728248624849764,-0.18469391300647292,0.06029351077326103,-0.061726053578047196,-0.04594474843760761,0.013821638154946057,-0.004766890268175985,0.10640548522595436,-0.08189405868978648,-0.07276567942091311,0.094076279353967,0.17998475064198632,0.1126378669515547,0.3916520129127683,0.16359162293097793,0.22281798451604448,-0.3974968050313246,-0.07708292124489556,-0.045773733207601405,-0.41840078969716904,-0.05195159059752534,0.32060333941722075,-0.11355735252462565,-0.2074034501396421,-0.15068243454240202,0.13199183637710035,-0.06708864347666368,0.16583947233397883
clinical_biomarkers,COMT,0.34484272249159953,0.15068682349567689,0.05141319756578041,0.008334952134654183,0.052847402286341764,-0.10385502556943771,-0.029797213199389654,-0.06032827476215861,0.10497938595642801,0.03856301827540098,-0.060702274720148136,-0.06159582732632793,-0.029753074128361943,0.10330428888058169,-0.10320699904652186,-0.05252465339049768,-0.34670684443728883,-0.028890349516148005,-0.1929648525413679,-0.11206561287010706,-0.2809219891414456,0.07004951844315058,-0.05445836685492349,-0.35412693960816743,0.22419239329331633,-0.29341228618176635,0.30634662988859024,-0.4235240047408456
clinical_biomarkers,CYP2D6,-0.019843462947724995,-0.032457441420885566,0.16010787195907225,-0.10513592866699314,-0.25420606744789204,-0.1474832311220339,-0.1407828730359225,-0.26826483909496845,-0.5126509487122912,0.033736873579816404,0.515955823344522,-0.04888602023665382,-0.21711858756311428,-0.023926020263872725,0.10584021437569473,0.034525349480168666,-0.002727589995086002,-0.3319428172291515,-0.08698006256177834,0.16277038526581278,-0.027562128146410528,-0.09009156183444905,-0.06928850467020108,0.015388384738326048,-0.006483168140700463,-0.12474537209770165,0.12853321447607607,0.027549694601105863
clinical_biomarkers,ERICH3,0.3102147445352974,0.12617827942259463,-0.06622749448540712,-0.06368056119351745,-0.054799435233263985,-0.024799813573946224,-0.15810280530892373,-0.08523723980627011,0.22494487398094462,-0.12796305377751058,0.08764964670512784,-0.09196027186949608,0.16983254100992953,-0.11096899915487472,0.2654736182375535,0.027526119896263204,0.17507106628914879,-0.30465641339737165,0.03659526641963252,-0.19194971677736103,0.005029407502688274,-0.2373669357799908,0.12220430767967803,-0.3738670938980931,-0.06461313807906201,0.5009387665797954,0.0972818113777228,0.103504631045367
